ZIPN,ZIPA,RUCA2,ZIPTYP,PARZIP,LINF1,LINF4,TTIM1A,TTIM4A,FASTA,TDIS1A,TDIS4A,SHORTA,TTIM1B,TTIM4B,FASTB,TDIS1B,TDIS4B,SHORTB,UP1SZ,UP2SZ,FIPSST,STATE,MST,UUSZ,UTYP,POPCAT5
53510,53510,10.5,1,53510,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53511,53511,1,1,53511,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53512,53512,1,2,53511,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53515,53515,2,1,53515,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53516,53516,10.4,1,53516,2,2,2,2,2,1,1,2,2,2,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53517,53517,2,1,53517,2,2,1,3,1,1,3,1,1,3,1,1,3,1,-9,-9,55,WI,,-9,-9,5
53518,53518,9,1,53518,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,5
53520,53520,7.3,1,53520,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53521,53521,2,1,53521,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53522,53522,5,1,53522,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53523,53523,2,1,53523,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53525,53525,10.4,1,53525,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53526,53526,10.6,1,53526,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,4
53527,53527,1,1,53527,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53528,53528,2,1,53528,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53529,53529,2,1,53529,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53530,53530,10,1,53530,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53531,53531,2,1,53531,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53532,53532,2,1,53532,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53533,53533,7.3,1,53533,2,2,2,2,2,2,1,2,2,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53534,53534,2,1,53534,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53535,53535,7.3,2,53533,2,2,2,2,2,2,1,2,2,2,2,2,1,2,-9,-9,55,WI,,-9,-9,1
53536,53536,7.1,1,53536,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53537,53537,1,2,53545,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53538,53538,4,1,53538,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53540,53540,9,2,53556,2,2,3,3,1,2,3,1,3,3,1,2,3,1,-9,-9,55,WI,,-9,-9,1
53541,53541,10.5,1,53541,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53542,53542,1,2,53545,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53543,53543,10.6,1,53543,2,2,4,2,2,3,2,2,4,2,2,3,2,2,-9,-9,55,WI,,-9,-9,5
53544,53544,2,1,53544,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-9,-9,55,WI,,-9,-9,4
53545,53545,1,1,53545,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53546,53546,1,1,53546,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53547,53547,1,2,53545,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53548,53548,1,1,53548,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53549,53549,4,1,53549,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53550,53550,5,1,53550,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53551,53551,7.3,1,53551,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53553,53553,10.6,1,53553,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,4
53554,53554,10.5,1,53554,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,4
53555,53555,2,1,53555,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53556,53556,9,1,53556,2,2,3,3,1,2,3,1,3,3,1,2,3,1,-9,-9,55,WI,,-9,-9,5
53557,53557,10.4,1,53557,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,3
53558,53558,1,1,53558,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53559,53559,2,1,53559,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53560,53560,2,1,53560,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53561,53561,3,1,53561,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53562,53562,1,1,53562,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53563,53563,1,1,53563,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53565,53565,10.6,1,53565,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53566,53566,4,1,53566,2,-1,2,0,2,2,0,2,2,0,2,2,0,2,-9,-9,55,WI,,-9,-9,5
53569,53569,10.6,1,53569,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53570,53570,2,1,53570,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53571,53571,2,2,53532,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,1
53572,53572,2,1,53572,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53573,53573,10.6,1,53573,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,5
53574,53574,2,1,53574,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53575,53575,2,1,53575,2,2,1,3,1,1,2,1,1,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53576,53576,2,1,53576,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53577,53577,10.6,1,53577,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
53578,53578,7.3,1,53578,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53579,53579,10.4,1,53579,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53580,53580,10.6,1,53580,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,4
53581,53581,7,1,53581,2,2,4,4,2,3,3,2,4,4,2,3,3,2,-9,-9,55,WI,,-9,-9,5
53582,53582,2,1,53582,2,2,2,4,1,2,3,1,2,4,1,2,3,1,-9,-9,55,WI,,-9,-9,5
53583,53583,7.3,1,53583,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53584,53584,9,2,53556,2,2,3,3,1,2,3,1,3,3,1,2,3,1,-9,-9,55,WI,,-9,-9,1
53585,53585,4,1,53585,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53586,53586,10.4,1,53586,2,2,2,2,2,1,1,2,2,2,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53587,53587,10.5,1,53587,2,2,3,1,2,3,1,2,3,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53588,53588,10.4,1,53588,2,2,2,3,1,2,2,1,2,3,1,2,2,1,-9,-9,55,WI,,-9,-9,5
53589,53589,1,1,53589,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53590,53590,1,1,53590,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53591,53591,1,2,53590,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53593,53593,1,1,53593,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53594,53594,7.3,1,53594,2,2,1,1,2,1,1,1,1,1,2,1,1,1,-9,-9,55,WI,,-9,-9,5
53595,53595,7.3,2,53533,2,2,2,2,2,2,1,2,2,2,2,2,1,2,-9,-9,55,WI,,-9,-9,1
53596,53596,1,2,53590,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53597,53597,1,1,53597,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53598,53598,2,1,53598,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53599,53599,10.4,2,53504,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,1
53701,53701,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53702,53702,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53703,53703,1,1,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53704,53704,1,1,53704,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53705,53705,1,1,53705,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53706,53706,1,1,53706,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53707,53707,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53708,53708,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53711,53711,1,1,53711,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53713,53713,1,1,53713,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53714,53714,1,1,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53715,53715,1,1,53715,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53716,53716,1,1,53716,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53717,53717,1,1,53717,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53718,53718,1,1,53718,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53719,53719,1,1,53719,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53725,53725,1,2,53715,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53726,53726,1,1,53726,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,5
53744,53744,1,2,53711,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53774,53774,1,2,53713,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53777,53777,1,2,53704,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53778,53778,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53779,53779,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53782,53782,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53783,53783,1,2,53718,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53784,53784,1,2,53713,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53785,53785,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53786,53786,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53788,53788,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53789,53789,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53790,53790,1,2,53703,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53791,53791,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53792,53792,1,2,53726,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53793,53793,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53794,53794,1,2,53714,-1,-1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,-9,-9,55,WI,,-9,-9,1
53801,53801,10.6,1,53801,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,4
53802,53802,10.6,2,53806,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,1
53803,53803,10.4,1,53803,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,3
53804,53804,10.6,1,53804,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53805,53805,7,1,53805,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,5
53806,53806,10.6,1,53806,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
53807,53807,10.4,1,53807,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53808,53808,10.4,2,53807,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53809,53809,10.6,1,53809,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53810,53810,10.6,1,53810,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,4
53811,53811,2,1,53811,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53812,53812,10.4,2,53807,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53813,53813,7,1,53813,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53816,53816,10.6,1,53816,2,2,3,2,2,3,2,2,3,2,2,3,2,2,-9,-9,55,WI,,-9,-9,4
53817,53817,7,2,53821,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,1
53818,53818,4,1,53818,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53820,53820,6.1,1,53820,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53821,53821,7,1,53821,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,5
53824,53824,2,2,53811,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53825,53825,10.5,1,53825,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,3
53826,53826,8,1,53826,2,2,5,4,2,4,3,2,5,4,2,4,3,2,-9,-9,55,WI,,-9,-9,5
53827,53827,10.6,1,53827,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,3
53901,53901,7.3,1,53901,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53910,53910,10,1,53910,2,2,5,2,2,4,2,2,5,2,2,4,2,2,-9,-9,55,WI,,-9,-9,5
53911,53911,2,1,53911,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
53913,53913,4,1,53913,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,5
53916,53916,4,1,53916,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53917,53917,4,2,53916,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,1
53919,53919,10.4,1,53919,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53920,53920,9,1,53920,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,3
53922,53922,9,1,53922,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53923,53923,10.4,1,53923,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53924,53924,10.6,1,53924,2,2,5,3,2,4,2,2,5,3,2,4,2,2,-9,-9,55,WI,,-9,-9,5
53925,53925,7.3,1,53925,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53926,53926,10,1,53926,2,2,3,2,2,2,2,2,3,2,2,2,2,2,-9,-9,55,WI,,-9,-9,5
53927,53927,10,2,54613,2,2,5,2,2,5,1,2,5,2,2,5,1,2,-9,-9,55,WI,,-9,-9,1
53928,53928,2,2,53960,2,2,2,2,1,1,1,1,2,2,1,1,1,1,-9,-9,55,WI,,-9,-9,1
53929,53929,10.6,1,53929,2,2,4,3,2,4,3,2,4,3,2,4,3,2,-9,-9,55,WI,,-9,-9,5
53930,53930,9,1,53930,2,2,3,2,2,3,1,2,3,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53931,53931,10.4,2,53919,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
53932,53932,2,1,53932,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
53933,53933,10.5,1,53933,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53934,53934,10,1,53934,2,2,5,2,2,5,2,2,5,2,2,5,2,2,-9,-9,55,WI,,-9,-9,5
53935,53935,10.4,2,53923,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,1
53936,53936,10.6,1,53936,2,2,5,2,2,4,2,2,5,2,2,4,2,2,-9,-9,55,WI,,-9,-9,5
53937,53937,10.6,1,53937,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53939,53939,10,1,53939,2,2,3,2,2,2,1,2,3,2,2,2,1,2,-9,-9,55,WI,,-9,-9,3
53940,53940,4,2,53913,2,-1,3,0,2,2,0,2,3,0,2,2,0,2,-9,-9,55,WI,,-9,-9,1
53941,53941,8,1,53941,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53942,53942,8,2,53941,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,1
53943,53943,10.6,1,53943,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53944,53944,9,1,53944,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53946,53946,10.6,1,53946,2,2,2,2,2,2,1,2,2,2,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53947,53947,10,1,53947,2,2,3,2,2,3,1,2,3,2,2,3,1,2,-9,-9,55,WI,,-9,-9,3
53948,53948,7,1,53948,2,2,4,2,2,4,2,2,4,2,2,4,2,2,-9,-9,55,WI,,-9,-9,5
53949,53949,10.6,1,53949,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,5
53950,53950,10.6,1,53950,2,2,4,2,2,4,2,2,4,2,2,4,2,2,-9,-9,55,WI,,-9,-9,5
53951,53951,7.3,1,53951,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53952,53952,10.6,1,53952,2,2,4,2,2,3,2,2,4,2,2,3,2,2,-9,-9,55,WI,,-9,-9,5
53953,53953,10.6,2,53949,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,1
53954,53954,3,1,53954,2,2,2,2,2,1,2,1,2,2,2,1,2,1,-9,-9,55,WI,,-9,-9,5
53955,53955,2,1,53955,2,2,2,2,1,1,1,1,2,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53956,53956,6,1,53956,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
53957,53957,6,2,53956,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,1
53958,53958,7.4,2,53959,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,1
53959,53959,7.4,1,53959,2,2,4,1,2,3,1,2,4,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53960,53960,2,1,53960,2,2,2,2,1,1,1,1,2,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
53961,53961,6,1,53961,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,4
53962,53962,10.6,2,53968,2,2,5,2,2,4,2,2,5,2,2,4,2,2,-9,-9,55,WI,,-9,-9,1
53963,53963,4,1,53963,2,-1,1,0,2,1,0,2,1,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
53964,53964,10.6,1,53964,2,2,4,2,2,3,2,2,4,2,2,3,2,2,-9,-9,55,WI,,-9,-9,5
53965,53965,7.4,1,53965,2,2,3,1,2,3,1,2,3,1,2,3,1,2,-9,-9,55,WI,,-9,-9,5
53968,53968,10.6,1,53968,2,2,5,2,2,4,2,2,5,2,2,4,2,2,-9,-9,55,WI,,-9,-9,5
53969,53969,3,2,53954,2,2,2,2,2,1,2,1,2,2,2,1,2,1,-9,-9,55,WI,,-9,-9,1
54001,54001,7.3,1,54001,2,2,4,4,2,3,3,2,4,4,2,3,3,2,-9,-9,55,WI,,-9,-9,5
54002,54002,7.3,1,54002,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54003,54003,3,1,54003,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54004,54004,10.6,1,54004,2,2,5,3,2,4,2,2,5,3,2,4,2,2,-9,-9,55,WI,,-9,-9,5
54005,54005,10.6,1,54005,2,2,4,3,2,3,2,2,4,3,2,3,2,2,-9,-9,55,WI,,-9,-9,5
54006,54006,10,1,54006,2,2,3,6,1,2,4,1,3,6,1,2,4,1,-9,-9,55,WI,,-9,-9,5
54007,54007,9.1,1,54007,2,2,3,3,2,2,2,1,3,3,2,2,2,1,-9,-9,55,WI,,-9,-9,5
54009,54009,10.4,1,54009,2,2,3,4,1,2,2,1,3,4,1,2,2,1,-9,-9,55,WI,,-9,-9,5
54010,54010,10.4,2,54011,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,1
54011,54011,10.4,1,54011,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54013,54013,10.4,1,54013,2,2,4,2,2,3,1,2,4,2,2,3,1,2,-9,-9,55,WI,,-9,-9,5
54014,54014,5.2,1,54014,2,2,3,1,2,2,1,2,3,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54015,54015,2,1,54015,2,2,2,1,2,1,1,2,2,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54016,54016,2,1,54016,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54017,54017,7.3,1,54017,2,2,2,2,2,1,1,2,2,2,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54020,54020,10.4,1,54020,2,2,3,4,1,1,2,1,3,4,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54021,54021,2,1,54021,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54022,54022,4.2,1,54022,2,-1,2,0,2,1,0,2,2,0,2,1,0,2,-9,-9,55,WI,,-9,-9,5
54023,54023,2,1,54023,2,2,1,1,2,1,1,2,1,1,2,1,1,2,-9,-9,55,WI,,-9,-9,5
54024,54024,10.4,1,54024,2,2,3,5,1,2,3,1,3,5,1,2,3,1,-9,-9,55,WI,,-9,-9,5
54025,54025,2,1,54025,2,2,1,3,1,1,1,1,1,3,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54026,54026,3,1,54026,2,2,3,3,1,1,2,1,3,3,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54027,54027,10.4,1,54027,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,4
54028,54028,7.3,1,54028,2,2,2,1,2,2,1,2,2,1,2,2,1,2,-9,-9,55,WI,,-9,-9,5
54082,54082,2,1,54082,2,2,1,2,1,1,1,1,1,2,1,1,1,1,-9,-9,55,WI,,-9,-9,5
54101,54101,2,1,54101,2,2,1,2,1,1,2,1,1,2,1,1,2,1,-9,-9,55,WI,,-9,-9,5
54102,54102,10.5,1,54102,2,2,5,1,2,4,1,2,5,1,2,4,1,2,-9,-9,55,WI,,-9,-9,4
54103,54103,10,1,54103,2,2,6,2,2,6,2,2,6,2,2,6,2,2,-9,-9,55,WI,,-9,-9,3
54104,54104,10.5,1,54104,2,2,5,3,2,4,2,2,5,3,2,4,2,2,-9,-9,55,WI,,-9,-9,5
